,household_ID,x_cord,y_cord,road_ID,Distance,resident_count,departure_time,type
728,19599.0,-94.96289503723422,29.209909780642285,428.0,14801.23991601702,1,147,1
729,33068.0,-95.37793420486571,28.986281048909213,219.0,2594.030179190121,2,305,0
730,31667.0,-95.14022871850896,29.31320454911117,377.0,9509.244725180492,1,552,0
731,27373.0,-96.1816177320042,28.645970409914803,3.0,62961.61751922195,1,618,0
732,845.0,-94.79747307681403,29.29484121177123,432.0,2968.3188203260534,4,177,2
733,28472.0,-96.04176838676322,28.779572120810066,3.0,59757.56647902234,1,451,0
734,18109.0,-94.85847120078688,29.248538356308682,430.0,4349.753286282772,1,161,1
735,17928.0,-94.85500032522638,29.256219298677287,430.0,3558.467039947004,4,581,1
736,32171.0,-95.25891670572348,29.231242197612367,313.0,20365.78474447419,0,424,0
737,24295.0,-95.55932518371502,28.944493606777353,236.0,20290.737668901915,4,526,0
738,29265.0,-96.12397543904837,28.631868196253095,3.0,67793.68578793561,1,112,0
739,16495.0,-94.83954590850438,29.27806606316907,429.0,1368.8074292553842,1,36,1
740,28606.0,-96.2872915966273,28.76682972944399,3.0,43943.959439364524,3,393,2
741,11834.0,-94.76990873764817,29.3156880873773,436.0,201.6728018413137,2,145,1
742,16919.0,-94.83897228838138,29.264307503363153,430.0,1546.4972040719006,4,120,1
743,12900.0,-94.83155309616164,29.26420212832743,430.0,757.1807967392483,2,27,0
744,21105.0,-94.43166660653813,29.548686108035174,439.0,36048.13267580675,2,549,2
745,19538.0,-94.92691287569669,29.283708848543405,418.0,5953.240027354377,2,507,0
746,22226.0,-95.36833535122037,28.90807922367399,257.0,4506.767137321922,2,561,1
747,17349.0,-94.84367049169038,29.259763218377767,430.0,2220.0979645257125,0,116,1
748,24560.0,-95.50481387885046,28.8836509927215,236.0,16308.78886279046,0,343,1
749,13738.0,-94.8356138244023,29.265956286755806,430.0,1147.6938738851775,3,489,2
750,6250.0,-94.81665366131712,29.29227209512372,429.0,2342.6667726877654,3,432,0
751,5336.0,-94.80466410683309,29.295114103747952,432.0,3698.9062579423294,3,187,1
752,17315.0,-94.83868789074559,29.268070208232327,430.0,1498.801979413712,3,423,1
753,17233.0,-94.84833374963651,29.2681647086655,430.0,2568.543791671308,4,120,0
754,594.0,-94.79345147649222,29.290585357441504,432.0,2871.1238515090154,0,147,2
755,7700.0,-94.82020426505402,29.28398860722397,429.0,1989.5170271366821,1,678,1
756,32195.0,-95.09614946459725,29.207459926582718,377.0,21093.015740939943,1,57,0
757,26403.0,-95.64312775533587,28.880524654849754,236.0,30781.06646149525,1,176,0
758,10896.0,-94.78588953568561,29.304871648466342,432.0,1406.5623634913893,1,181,0
759,9746.0,-94.80801639848787,29.29841455126076,429.0,3489.290884757959,4,534,1
760,4965.0,-94.80401716352166,29.296303304583155,432.0,3583.2672968766196,0,411,1
761,22338.0,-95.41649062359717,28.88567793253637,236.0,8885.519169754145,2,703,1
762,16802.0,-94.8446005157074,29.26826486451632,430.0,2155.690286167477,0,303,2
763,14113.0,-94.82787855725488,29.270081165841066,430.0,527.3399416676531,1,372,0
764,29544.0,-95.3062249961448,29.02607726037033,219.0,9580.294572193605,3,385,1
765,18511.0,-94.85743485935934,29.25467083546761,430.0,3884.4166190118585,5,40,1
766,12480.0,-94.77141603433812,29.323969070117275,433.0,516.5876301085156,1,459,1
767,9968.0,-94.78736909060297,29.306647814679103,432.0,1592.8233089689556,1,646,1
768,4089.0,-94.80971937699279,29.281667109193542,430.0,2591.9711872022053,2,103,2
769,32700.0,-95.26056190009776,28.979497781433913,257.0,10979.800241431632,2,516,2
